# 1 2 36 61 
         307.8795858  -1.43748    0.00000   -6.00000
         307.8796246  -1.43748    0.00000   -5.80000
         307.8796596  -1.43748    0.00000   -5.60000
         307.8796914  -1.43748    0.00000   -5.40000
         307.8797201  -1.43748    0.00000   -5.20000
         307.8797462  -1.43747    0.00000   -5.00000
         307.8797697  -1.43747    0.00000   -4.80000
         307.8871357  -1.43737    0.00000   -4.60000
         307.9684965  -1.43606    0.00000   -4.40000
         308.1761137  -1.43287    0.00000   -4.20000
         308.4431177  -1.42869    0.00000   -4.00000
         308.7525742  -1.42372    0.00000   -3.80000
         309.0758705  -1.41842    0.00000   -3.60000
         309.3540525  -1.41410    0.00000   -3.40000
         309.6886042  -1.40940    0.00000   -3.20000
         310.2321618  -1.40265    0.00000   -3.00000
         310.7720684  -1.39517    0.00000   -2.80000
         311.2940478  -1.38749    0.00000   -2.60000
         311.7822808  -1.37990    0.00000   -2.40000
         312.2347226  -1.37248    0.00000   -2.20000
         312.6532413  -1.36517    0.00000   -2.00000
         313.0395756  -1.35806    0.00000   -1.80000
         313.3953165  -1.35108    0.00000   -1.60000
         313.7218853  -1.34433    0.00000   -1.40000
         314.0205105  -1.33776    0.00000   -1.20000
         314.2922076  -1.33147    0.00000   -1.00000
         314.5377684  -1.32539    0.00000   -0.80000
         314.7577686  -1.31963    0.00000   -0.60000
         314.9526068  -1.31422    0.00000   -0.40000
         315.1225879  -1.30924    0.00000   -0.20000
             -1e+300  -1.13251    0.00000    0.00000
             -1e+300  -1.13251    0.00000    0.20000
             -1e+300  -1.13251    0.00000    0.40000
             -1e+300  -1.13251    0.00000    0.60000
             -1e+300  -1.13251    0.00000    0.80000
             -1e+300  -1.13251    0.00000    1.00000
             -1e+300  -1.13251    0.00000    1.20000
             -1e+300  -1.13251    0.00000    1.40000
             -1e+300  -1.13251    0.00000    1.60000
             -1e+300  -1.13251    0.00000    1.80000
             -1e+300  -1.13251    0.00000    2.00000
             -1e+300  -1.13251    0.00000    2.20000
             -1e+300  -1.13251    0.00000    2.40000
             -1e+300  -1.13251    0.00000    2.60000
             -1e+300  -1.13251    0.00000    2.80000
             -1e+300  -1.13251    0.00000    3.00000
             -1e+300  -1.13251    0.00000    3.20000
             -1e+300  -1.13251    0.00000    3.40000
             -1e+300  -1.13251    0.00000    3.60000
             -1e+300  -1.13251    0.00000    3.80000
             -1e+300  -1.13251    0.00000    4.00000
             -1e+300  -1.13251    0.00000    4.20000
             -1e+300  -1.13251    0.00000    4.40000
             -1e+300  -1.13251    0.00000    4.60000
             -1e+300  -1.13251    0.00000    4.80000
             -1e+300  -1.13251    0.00000    5.00000
             -1e+300  -1.13251    0.00000    5.20000
             -1e+300  -1.13251    0.00000    5.40000
             -1e+300  -1.13251    0.00000    5.60000
             -1e+300  -1.13251    0.00000    5.80000
             -1e+300  -1.13251    0.00000    6.00000
         309.5700222  -1.42286    0.20000   -6.00000
