-1.116469903213748616e+00 5.496960865367511495e+00 9.561582281695737429e-01
-1.116469903213748616e+00 5.496960865367511495e+00 9.561582281695737429e-01
-1.118897475607155911e+00 5.300101154541648540e+00 9.793650140415560701e-01
-1.118897475607155911e+00 5.300101154541648540e+00 9.793650140415560701e-01
-1.118897475607155911e+00 5.300101154541648540e+00 9.793650140415560701e-01
-1.118897475607155911e+00 5.300101154541648540e+00 9.793650140415560701e-01
-1.118897475607155911e+00 5.300101154541648540e+00 9.793650140415560701e-01
-1.118897475607155911e+00 5.300101154541648540e+00 9.793650140415560701e-01
-1.158769700910244005e+00 5.154003884278376191e+00 1.017529002713258413e+00
-1.158769700910244005e+00 5.154003884278376191e+00 1.017529002713258413e+00
-1.158769700910244005e+00 5.154003884278376191e+00 1.017529002713258413e+00
-1.155835239989328800e+00 5.100667834513663124e+00 -1.980211949770957158e+00
-1.155835239989328800e+00 5.100667834513663124e+00 -1.980211949770957158e+00
-1.155835239989328800e+00 5.100667834513663124e+00 -1.980211949770957158e+00
-1.080788309903108368e+00 5.617099269557215280e+00 -4.562169153738262928e+00
-1.080788309903108368e+00 5.617099269557215280e+00 -4.562169153738262928e+00
-1.189543287321817022e+00 5.525239024189986914e+00 -3.796428472585787972e+00
-1.189543287321817022e+00 5.525239024189986914e+00 -3.796428472585787972e+00
-1.189543287321817022e+00 5.525239024189986914e+00 -3.796428472585787972e+00
-1.204013331290776811e+00 5.285471287192381240e+00 -4.877513626519880852e+00
-1.204013331290776811e+00 5.285471287192381240e+00 -4.877513626519880852e+00
-1.204013331290776811e+00 5.285471287192381240e+00 -4.877513626519880852e+00
-1.193520604361787862e+00 5.243087221352579874e+00 -5.632024957990352299e+00
-1.223015986614315320e+00 5.154354753010321311e+00 -6.747832352085642249e+00
-1.223015986614315320e+00 5.154354753010321311e+00 -6.747832352085642249e+00
-9.023224365734994201e-01 5.802279140992111728e+00 -3.743315204708731692e+00
-9.764222958487371873e-01 5.610463545351919379e+00 -4.991755049536118705e+00
-9.764222958487371873e-01 5.610463545351919379e+00 -4.991755049536118705e+00
-9.764222958487371873e-01 5.610463545351919379e+00 -4.991755049536118705e+00
-9.060269376698133481e-01 5.887816369244966985e+00 -2.745085659697185321e+00
-9.060269376698133481e-01 5.887816369244966985e+00 -2.745085659697185321e+00
-3.130038878100440680e-01 7.061392281514150326e+00 -2.976022713342099735e+01
-1.985159647163743379e-01 7.501088584218663868e+00 -3.314983699464983147e+01
1.394025906878549881e-01 8.350441076526838202e+00 -4.295316940998903021e+01
-3.024738202272203580e-01 7.118885414712679882e+00 -4.979845218223933045e+01
-3.024738202272203580e-01 7.118885414712679882e+00 -4.979845218223933045e+01
-3.024738202272203580e-01 7.118885414712679882e+00 -4.979845218223933045e+01
-2.325561904194104468e-01 7.272718910822643323e+00 -5.083897415459367153e+01
2.850615551489086297e-01 8.417644179357637313e+00 -7.633113009131042759e+01
-3.539716675104138677e-01 6.650436954060745087e+00 -5.001043414323192593e+01
-3.748600238308264498e-01 6.583973964245315891e+00 -4.880288569239746010e+01
-3.748600238308264498e-01 6.583973964245315891e+00 -4.880288569239746010e+01
-2.859194579921815471e-01 6.713863567899623241e+00 -4.891301952654708174e+01
-2.859194579921815471e-01 6.713863567899623241e+00 -4.891301952654708174e+01
-2.859194579921815471e-01 6.713863567899623241e+00 -4.891301952654708174e+01
-1.371126008993488465e-01 6.976810912997607694e+00 -5.059742868150144091e+01
-1.371126008993488465e-01 6.976810912997607694e+00 -5.059742868150144091e+01
1.236901299984755065e-01 7.575487820913902937e+00 -6.195956099785747995e+01
-1.112914248447099408e-01 6.933233851659150737e+00 -4.714885421765956153e+01
-2.378819724334970687e-01 6.742990804294811902e+00 -4.892505376399689965e+01
-1.505111014345814402e+00 4.370564711646022005e+00 -7.894900207010034698e+00
-1.505111014345814402e+00 4.370564711646022005e+00 -7.894900207010034698e+00
-1.641233895687403299e+00 4.136383003733123509e+00 -9.641775205072349308e+00
-1.641233895687403299e+00 4.136383003733123509e+00 -9.641775205072349308e+00
-1.641233895687403299e+00 4.136383003733123509e+00 -9.641775205072349308e+00
-1.641233895687403299e+00 4.136383003733123509e+00 -9.641775205072349308e+00
-1.308155423464721023e+00 4.352866761829566222e+00 -1.177460622580621141e+01
-1.308155423464721023e+00 4.352866761829566222e+00 -1.177460622580621141e+01
-1.204416536252241432e+00 5.033572367409525405e+00 -1.375899665870738886e+01
-1.030211191231913403e+00 5.403068296897908240e+00 -2.595804037825740451e+01
-1.030211191231913403e+00 5.403068296897908240e+00 -2.595804037825740451e+01
-1.014116324229304755e+00 5.430898662535266652e+00 -2.651918623805054409e+01
-8.762513106886941072e-01 5.912338014391357532e+00 -4.281245260784997697e+01
-8.762513106886941072e-01 5.912338014391357532e+00 -4.281245260784997697e+01
-8.809092996588971936e-01 5.879335060340229013e+00 -4.138063455483471387e+01
-8.005560840654164512e-01 5.969888532924579216e+00 -5.473982106186765151e+01
-6.612755708540314359e-01 6.251539882796492087e+00 -7.839800512077295025e+01
-6.967540395288899235e-01 6.096151204037513871e+00 -5.464610416833404116e+01
-7.453372241936663256e-01 5.980470957764881135e+00 -5.049268992383215959e+01
-4.517681514408324883e-01 6.614331977365631055e+00 -8.442386549521148709e+01
-3.727044119385305443e-01 6.727368262801068255e+00 -9.339719392425352851e+01
-3.803770968461900326e-01 6.702995844933843372e+00 -9.256795045513335651e+01
-3.803770968461900326e-01 6.702995844933843372e+00 -9.256795045513335651e+01
2.483250176079112581e-01 8.400139359722569310e+00 -1.568075844414390474e+02
2.483250176079112581e-01 8.400139359722569310e+00 -1.568075844414390474e+02
2.483250176079112581e-01 8.400139359722569310e+00 -1.568075844414390474e+02
2.483250176079112581e-01 8.400139359722569310e+00 -1.568075844414390474e+02
5.212026908249600687e-02 7.911675316724285700e+00 -1.336248431649395911e+02
-2.435070505036833755e-01 7.055101573756227040e+00 -1.066804951861140154e+02
-5.083883490663978488e-01 6.048204416323201826e+00 -7.694285823822166037e+01
-5.520217301777048391e-01 6.006876572940894832e+00 -7.071345598274940869e+01
1.552728834500163302e-01 7.373174881099843425e+00 -1.168905168495134319e+02
1.552728834500163302e-01 7.373174881099843425e+00 -1.168905168495134319e+02
1.240149325746290776e+00 1.021006711158712577e+01 -2.145374909528908347e+02
1.240149325746290776e+00 1.021006711158712577e+01 -2.145374909528908347e+02
1.240149325746290776e+00 1.021006711158712577e+01 -2.145374909528908347e+02
7.776587337140646872e-01 9.224585930700712311e+00 -1.686999825051039181e+02
7.776587337140646872e-01 9.224585930700712311e+00 -1.686999825051039181e+02
7.776587337140646872e-01 9.224585930700712311e+00 -1.686999825051039181e+02
7.776587337140646872e-01 9.224585930700712311e+00 -1.686999825051039181e+02
8.431649864856292087e-01 9.367008201372582832e+00 -1.763582019555808529e+02
8.431649864856292087e-01 9.367008201372582832e+00 -1.763582019555808529e+02
8.431649864856292087e-01 9.367008201372582832e+00 -1.763582019555808529e+02
8.431649864856292087e-01 9.367008201372582832e+00 -1.763582019555808529e+02
6.736335471769883121e-02 7.547216831071681398e+00 -1.220364734404945608e+02
6.736335471769883121e-02 7.547216831071681398e+00 -1.220364734404945608e+02
-4.174891883959654937e-01 6.509577972914783572e+00 -8.799147550972023168e+01
-1.396128543014960588e-01 7.164863539893821631e+00 -1.082384281420225989e+02
2.390029851308539399e-02 7.441658022262726213e+00 -1.259939087830714897e+02
2.390029851308539399e-02 7.441658022262726213e+00 -1.259939087830714897e+02
-9.979654495281016224e-01 4.464636004729656271e+00 -1.062987761914360618e+01
-1.029169023381297787e+00 4.521052669003164937e+00 -8.633657962259272622e+00
-1.029169023381297787e+00 4.521052669003164937e+00 -8.633657962259272622e+00
-1.056714660308745168e+00 4.579028937633933261e+00 -8.577849785704144026e+00
-1.071807714808827638e+00 4.558823119696703507e+00 -8.254487066393613404e+00
-1.071807714808827638e+00 4.558823119696703507e+00 -8.254487066393613404e+00
-1.008672141912159148e+00 4.760464657855187909e+00 -7.049726959429965412e+00
-8.751258820145753070e-01 5.098173289983182421e+00 -8.370761639794935149e+00
-9.168630300070840233e-01 4.956428930242982034e+00 -7.088588424208783323e+00
-9.168630300070840233e-01 4.956428930242982034e+00 -7.088588424208783323e+00
-7.792423065570914797e-01 4.941052520719325436e+00 -1.031794360993216841e+01
-8.028655588853672587e-01 4.988479370962463300e+00 -9.229334798916152494e+00
-1.101511514242601075e+00 4.007139943280336070e+00 -1.489092347763761914e+01
