4196.52708 17.733  0.024
4341.90293 17.706  0.020
4347.85284 17.733  0.017
4357.91067 17.799  0.028
4362.81273 17.761  0.024
4365.83139 17.736  0.027
4369.81303 17.787  0.022
4371.85933 17.736  0.017
4377.79513 17.736  0.020
4380.81165 17.732  0.018
4386.78729 17.788  0.020
4390.74922 17.747  0.018
4393.86331 17.813  0.018
4398.87461 17.770  0.021
4404.72143 17.775  0.021
4412.86203 17.829  0.025
4418.79420 17.724  0.015
4422.86029 17.764  0.021
4426.73859 17.706  0.021
4429.84458 17.748  0.025
4432.72543 17.732  0.016
4436.76481 17.714  0.017
4439.83038 17.746  0.023
4443.69661 17.749  0.021
4449.68137 17.758  0.016
4451.69091 17.734  0.020
4454.70742 17.743  0.017
4455.68969 17.747  0.022
4458.74814 17.767  0.017
4461.66498 17.770  0.017
4465.74814 17.702  0.015
4468.71669 17.720  0.014
4473.68952 17.718  0.015
4477.74767 17.672  0.017
4481.68528 17.696  0.015
4485.73334 17.745  0.018
4489.71681 17.716  0.024
4493.70662 17.717  0.021
4498.68295 17.703  0.018
4501.68031 17.734  0.018
4506.61426 17.702  0.017
4508.63146 17.682  0.016
4510.70487 17.656  0.016
4521.61499 17.720  0.020
4523.63079 17.708  0.017
4525.55022 17.669  0.016
4531.57225 17.688  0.016
4533.57462 17.672  0.017
4537.62465 17.664  0.017
4539.54364 17.657  0.018
4541.59590 17.668  0.020
4545.51630 17.700  0.018
4549.59984 17.697  0.022
4560.54249 17.645  0.018
4567.58810 17.671  0.018
4571.53298 17.694  0.018
4610.48154 17.605  0.021
4694.92383 17.664  0.023
4697.86208 17.658  0.025
4707.91279 17.643  0.015
4720.77805 17.634  0.017
4724.83131 17.674  0.018
4728.81879 17.648  0.016
4733.82851 17.639  0.016
4743.89722 17.653  0.023
4748.83449 17.609  0.013
4752.86754 17.638  0.018
4756.87685 17.664  0.017
4760.75994 17.627  0.014
4763.81873 17.657  0.017
4768.86141 17.609  0.016
4772.70774 17.618  0.016
4775.73706 17.576  0.017
4777.75183 17.634  0.016
4781.74834 17.663  0.017
4784.70193 17.652  0.025
4788.79890 17.639  0.015
4791.80935 17.656  0.015
4794.78086 17.643  0.016
4797.80010 17.606  0.015
4800.77695 17.656  0.014
4802.84393 17.667  0.017
4805.67039 17.653  0.015
4806.85727 17.692  0.021
4807.72448 17.600  0.016
4809.70506 17.647  0.016
4811.70141 17.591  0.022
4813.72317 17.632  0.021
4814.74199 17.647  0.018
4816.73891 17.635  0.018
4818.73804 17.650  0.015
4820.65744 17.628  0.014
4820.79768 17.647  0.015
4822.69398 17.638  0.015
4824.68281 17.638  0.014
4826.68721 17.628  0.015
4833.68515 17.626  0.015
4835.73754 17.645  0.016
4838.74215 17.638  0.016
4840.72643 17.620  0.016
4842.71041 17.607  0.015
4844.70962 17.607  0.016
4847.77659 17.663  0.016
4850.76969 17.597  0.016
4853.74617 17.596  0.015
4855.76162 17.634  0.018
4857.73976 17.626  0.017
4865.60128 17.602  0.015
4869.65013 17.568  0.016
4872.67935 17.562  0.022
4874.57252 17.556  0.015
4876.59616 17.575  0.013
4878.62105 17.555  0.013
4882.69414 17.569  0.016
4885.55233 17.571  0.016
4888.61955 17.594  0.013
4900.62336 17.641  0.021
4905.58852 17.613  0.023
4908.54712 17.575  0.016
4916.56348 17.583  0.016
4920.59381 17.601  0.016
4926.54993 17.515  0.020
4930.54652 17.566  0.021
4934.54336 17.535  0.018
4937.53508 17.558  0.015
4940.55108 17.543  0.015
4946.54468 17.587  0.016
4951.52447 17.580  0.021
