5.325851536923393859e-01 4.433321841651064688e+00
5.325851536923393859e-01 4.433321841651064688e+00
4.825646348852848933e-01 4.311785263187531747e+00
4.921198697219278384e-01 4.122261521375685689e+00
4.921198697219278384e-01 4.122261521375685689e+00
6.488455316875167966e-01 4.477043827748986793e+00
7.031342415379044919e-01 4.601953340035189299e+00
6.723018810612946261e-01 4.478982486934341978e+00
6.391371594960326696e-01 4.388008845489233423e+00
6.673766944728716233e-01 4.416095609875538841e+00
6.594553294680038924e-01 4.405848359033490702e+00
6.768761214854707164e-01 4.541679673625504954e+00
6.792755738534677068e-01 4.561517640409767260e+00
5.508271193156597523e-01 4.359187542160306350e+00
5.508271193156597523e-01 4.359187542160306350e+00
5.978760990881193393e-01 4.377349218219004356e+00
5.978760990881193393e-01 4.377349218219004356e+00
6.500724922095448832e-01 4.466379347694579671e+00
6.368788477808255966e-01 4.443875266444923255e+00
6.825293521140842756e-01 4.497894789521859060e+00
6.629481494147184684e-01 4.496741408025749287e+00
4.190478438428915098e-01 3.976941204930286133e+00
4.183842653491328667e-01 3.966429879222655330e+00
4.109869266779076491e-01 3.839166250696224747e+00
5.109512642487531453e-01 4.173450686494255990e+00
6.221278901318652022e-01 4.384869287630439594e+00
6.272559766033996009e-01 4.412204443817000943e+00
6.054148173397988497e-01 4.376940401556242755e+00
5.631149410828230062e-01 4.165207586897676784e+00
5.507865944500184296e-01 4.343610451542939899e+00
5.296342895998671363e-01 4.211784315321770222e+00
5.236142516805150082e-01 4.199951048614249061e+00
5.549152664474921171e-01 4.221889239360761437e+00
5.173394526420765915e-01 4.195553180390930947e+00
5.173394526420765915e-01 4.195553180390930947e+00
5.882021763415490323e-01 4.302882961902058767e+00
8.600055849580475753e-01 4.899446510628618690e+00
8.600055849580475753e-01 4.899446510628618690e+00
7.390301881047085519e-01 4.555488747530419325e+00
7.390301881047085519e-01 4.555488747530419325e+00
7.390301881047085519e-01 4.555488747530419325e+00
7.133730293161203440e-01 4.661392373652508248e+00
9.631179287616560281e-01 5.141616606698831582e+00
9.771966376319358716e-01 5.161563486705252224e+00
9.814412798566168883e-01 5.130360068031295739e+00
6.919621173890502241e-01 4.561052125523182177e+00
6.733566632940146679e-01 4.483876050529040036e+00
9.386321581431781302e-01 4.970557729785526568e+00
8.517499971851237861e-01 4.728031321186225711e+00
