-3.279070101648123847e-02 3.754876036721194854e+00 1.583807227230214920e+01 9.266087999791053909e-01 7.257721692879645081e-01 2.394740951467930046e+01 6.031484330055900678e-01 2.398892056569830178e-01 6.652480820995712918e+00 3.118146791429319276e-01 8.349684981020732977e-02 2.580448296994513413e+01 9.803569582061542054e-01 7.965800186623031021e-01
-4.118577016720612050e-02 3.777818936425834551e+00 1.585753859975169178e+01 9.227818923866073497e-01 7.518908624171176669e-01 2.422026569580452815e+01 6.111139941342108584e-01 2.478690079070194341e-01 6.437800669176182211e+00 2.990480337300913671e-01 8.452118482030065993e-02 2.630153628484664807e+01 1.051288093301284032e+00 8.326225343984313687e-01
-4.118577016720612050e-02 3.777818936425834551e+00 1.585753859975169178e+01 9.227818923866073497e-01 7.518908624171176669e-01 2.422026569580452815e+01 6.111139941342108584e-01 2.478690079070194341e-01 6.437800669176182211e+00 2.990480337300913671e-01 8.452118482030065993e-02 2.630153628484664807e+01 1.051288093301284032e+00 8.326225343984313687e-01
2.660255575690607110e-01 3.719873169936289692e+00 2.570107515867697856e+01 7.908697435003235743e-01 4.645816620951544462e-01 2.791527945107687714e+01 3.844994807685863658e-01 4.896900757037463414e-01 1.028661479036217585e+01 4.164987350737229255e-01 8.454975279638078656e-02 3.152828423725517126e+01 6.340560067807770039e-01 7.812999303128966844e-01
2.660255575690607110e-01 3.719873169936289692e+00 2.570107515867697856e+01 7.908697435003235743e-01 4.645816620951544462e-01 2.791527945107687714e+01 3.844994807685863658e-01 4.896900757037463414e-01 1.028661479036217585e+01 4.164987350737229255e-01 8.454975279638078656e-02 3.152828423725517126e+01 6.340560067807770039e-01 7.812999303128966844e-01
2.905935060233120759e-01 3.639482271873712982e+00 2.868459964365127490e+01 5.274320845042244077e-01 6.354347704214143855e-01 3.431538720098522788e+01 4.522503258440712104e-01 5.881357350798244177e-01 7.084255788009072852e+00 4.118013571750240298e-01 2.961437149598740159e-01 3.516709135143747744e+01 5.320974098242382544e-01 7.083280520121515433e-01
2.905935060233120759e-01 3.639482271873712982e+00 2.868459964365127490e+01 5.274320845042244077e-01 6.354347704214143855e-01 3.431538720098522788e+01 4.522503258440712104e-01 5.881357350798244177e-01 7.084255788009072852e+00 4.118013571750240298e-01 2.961437149598740159e-01 3.516709135143747744e+01 5.320974098242382544e-01 7.083280520121515433e-01
2.905935060233120759e-01 3.639482271873712982e+00 2.868459964365127490e+01 5.274320845042244077e-01 6.354347704214143855e-01 3.431538720098522788e+01 4.522503258440712104e-01 5.881357350798244177e-01 7.084255788009072852e+00 4.118013571750240298e-01 2.961437149598740159e-01 3.516709135143747744e+01 5.320974098242382544e-01 7.083280520121515433e-01
-7.365684400839511703e-03 3.715689956230423086e+00 2.507853859546824538e+01 4.840968048640531540e-01 3.426492669144418635e-01 1.887744935439720706e+01 8.221532803857423133e-02 2.264386810755387724e-01 -1.332658217794571343e+01 3.778471463062932356e-01 1.775502869714408738e-01 6.159390965544336893e+01 9.972917138156376371e-01 8.342264385329303256e-01
-7.365684400839511703e-03 3.715689956230423086e+00 2.507853859546824538e+01 4.840968048640531540e-01 3.426492669144418635e-01 1.887744935439720706e+01 8.221532803857423133e-02 2.264386810755387724e-01 -1.332658217794571343e+01 3.778471463062932356e-01 1.775502869714408738e-01 6.159390965544336893e+01 9.972917138156376371e-01 8.342264385329303256e-01
-3.893354170033030970e-03 3.712595222611263512e+00 2.515393480630732270e+01 4.822242144095193472e-01 3.488673121612060890e-01 1.895930848469722463e+01 9.054790123600187091e-02 2.312455763495623318e-01 -1.276609901032304606e+01 3.784936033646840170e-01 1.778469266306980101e-01 6.073263608421574133e+01 9.884797242067818734e-01 8.290716552084514968e-01
-3.893354170033030970e-03 3.712595222611263512e+00 2.515393480630732270e+01 4.822242144095193472e-01 3.488673121612060890e-01 1.895930848469722463e+01 9.054790123600187091e-02 2.312455763495623318e-01 -1.276609901032304606e+01 3.784936033646840170e-01 1.778469266306980101e-01 6.073263608421574133e+01 9.884797242067818734e-01 8.290716552084514968e-01
-3.893354170033030970e-03 3.712595222611263512e+00 2.515393480630732270e+01 4.822242144095193472e-01 3.488673121612060890e-01 1.895930848469722463e+01 9.054790123600187091e-02 2.312455763495623318e-01 -1.276609901032304606e+01 3.784936033646840170e-01 1.778469266306980101e-01 6.073263608421574133e+01 9.884797242067818734e-01 8.290716552084514968e-01
-3.893354170033030970e-03 3.712595222611263512e+00 2.515393480630732270e+01 4.822242144095193472e-01 3.488673121612060890e-01 1.895930848469722463e+01 9.054790123600187091e-02 2.312455763495623318e-01 -1.276609901032304606e+01 3.784936033646840170e-01 1.778469266306980101e-01 6.073263608421574133e+01 9.884797242067818734e-01 8.290716552084514968e-01
2.193690896131667012e-02 3.683693524095621896e+00 2.389088616558921885e+01 4.675805508698684942e-01 3.449640927618271014e-01 2.043190835704049846e+01 1.231582674852351733e-01 2.844013741216820934e-01 -1.132078688036081715e+01 4.008572110921860276e-01 2.177516479726687715e-01 5.959936485114582894e+01 9.202705369668987556e-01 7.754034877216383626e-01
2.193690896131667012e-02 3.683693524095621896e+00 2.389088616558921885e+01 4.675805508698684942e-01 3.449640927618271014e-01 2.043190835704049846e+01 1.231582674852351733e-01 2.844013741216820934e-01 -1.132078688036081715e+01 4.008572110921860276e-01 2.177516479726687715e-01 5.959936485114582894e+01 9.202705369668987556e-01 7.754034877216383626e-01
