6.354224134457573392e-01 4.129952912992512992e+00 7.350706426630777912e+01 9.491836160906294562e-02 3.036401257656264896e-01 6.696385234164208100e+01 1.098901580729192140e-01 2.467496560653333892e-01
5.919273833307399091e-01 4.613414976238040310e+00 1.131683637550821686e+02 1.022365327361945270e-01 8.801216498367724350e-01 2.451961402673496480e+02 1.074382515760658879e-01 7.634838295193666635e-01
7.142205878113405682e-01 4.558635920910812267e+00 2.709093902248888526e+02 8.670568069111317389e-02 1.884460846664579581e-01 7.607646427292729641e+01 6.231778302247970025e-02 4.896374579581160846e-01
7.820275844367287066e-01 4.217318519113580244e+00 1.113485327883764455e+02 5.105031081327317255e-02 3.204121149459981943e-02 2.027911831395058471e+02 6.118478599379390676e-02 3.381392857249061468e-01
5.489594289833430452e-01 4.671559641744503111e+00 1.480842109837798830e+02 3.359063017825844599e-02 4.055639788314396310e-01 7.714037036681629900e+01 1.132800466321963739e-01 4.316837139950553959e-01
7.516021133267352106e-01 4.523045262225875440e+00 7.614608128552140442e+01 7.506338718303096069e-02 8.337716367695193753e-01 3.656119377461262729e+02 8.132654609176744043e-02 6.385496403843488045e-01
6.107915993124477527e-01 4.110093732422607893e+00 2.128593815582177342e+02 4.276202969334941956e-02 9.212183790472242562e-01 3.679837660432837652e+02 2.146461889955414079e-02 9.148364414555313351e-01
7.279152088973899204e-01 4.593161188721963661e+00 2.707631421017915159e+02 1.018213457757584373e-01 9.853235430681557272e-01 3.746155141244805122e+02 1.453158895350511147e-02 6.229681068081963646e-01
5.903644386696216273e-01 4.148203982437026482e+00 3.821098548538090540e+02 8.349560988157322949e-02 2.205137442482966170e-01 3.399228409499864370e+02 3.930506708801495552e-02 6.028531531540711752e-01
7.238100703858636464e-01 4.343771739699383794e+00 1.459236574180807793e+02 5.910098237590471343e-02 8.019255686994408716e-01 1.402705541423411546e+02 7.536565362966882176e-02 5.130499530164571720e-01
8.549907880060418908e-01 4.417060864177565271e+00 8.659199771823197977e+01 1.183272765582863151e-01 4.042081898544147567e-01 3.403300992907618934e+02 9.532863164026998508e-04 6.836704522397862860e-01
8.049778953579130869e-01 4.679477915729070681e+00 3.028899669311908838e+02 9.501154848961837485e-02 3.868065999894110263e-01 1.765817892007469823e+02 3.256278589203920326e-02 6.912932935626879827e-01
6.016073477289677340e-01 4.350614446009387848e+00 2.767928991532743339e+02 6.587193142292535608e-02 5.981046667377784010e-01 9.993260744272308216e+01 4.171564379403502193e-02 8.557818509689456565e-01
6.047515024325715860e-01 4.630910106997879083e+00 1.163318468260567045e+02 4.227986007310541999e-02 9.773941214643699915e-02 2.328530720843694723e+02 1.132510237728750618e-01 9.419634966815597643e-01
