 2115.9363    18.8471     0.0650
 2116.9372    18.7989     0.0530
 2122.9214    18.7303     0.0440
 2128.9275    18.7474     0.0630
 2130.9123    18.7421     0.0440
 2131.9142    18.8699     0.0590
 2132.9088    18.7831     0.0470
 2134.9139    18.7371     0.0520
 2135.9248    18.7623     0.0430
 2140.9136    18.7785     0.0480
 2142.9019    18.8593     0.0740
 2143.9095    18.7987     0.0440
 2144.9123    18.7981     0.0420
 2156.8849    18.7318     0.0550
 2161.8499    18.7091     0.0600
 2173.8644    18.8014     0.0360
 2190.8016    18.7381     0.0410
 2192.8359    18.7792     0.0430
 2201.8224    18.7595     0.0330
 2214.8039    18.6985     0.0490
 2224.7595    18.8798     0.0550
 2227.6622    18.7477     0.0450
 2229.6756    18.6344     0.0450
 2230.8198    18.7564     0.0410
 2232.8393    18.7683     0.0450
 2234.8342    18.7433     0.0340
 2237.7546    18.7929     0.0410
 2241.6798    18.7345     0.0510
 2243.7337    18.6974     0.0480
 2248.8143    18.6368     0.0340
 2250.8010    18.7650     0.0420
 2252.6653    18.7184     0.0420
 2254.6563    18.7453     0.0490
 2257.6630    18.7702     0.0400
 2260.6697    18.7368     0.0410
 2264.6751    18.7941     0.0510
 2266.6612    18.7214     0.0480
 2270.6591    18.6978     0.0450
 2271.8093    18.7107     0.0350
 2272.8172    18.6036     0.0590
 2274.6473    18.7336     0.0560
 2276.7648    18.7047     0.0500
 2277.8181    18.6410     0.0400
 2279.8358    18.6353     0.0470
 2280.8093    18.7454     0.0390
 2282.6948    18.7304     0.0440
 2283.8601    18.8279     0.0450
 2288.7675    18.7426     0.0510
 2290.8037    18.7380     0.0530
 2292.7778    18.7665     0.0680
 2294.7541    18.9940     0.1010
 2296.7698    18.7783     0.0730
 2298.7265    18.8462     0.0490
 2300.7370    18.7855     0.0500
 2302.7136    18.6960     0.0670
 2304.7578    18.7599     0.0720
 2315.6447    18.7743     0.0420
 2323.5886    18.7809     0.0390
 2327.5741    18.7223     0.0540
 2333.5840    18.7170     0.0620
 2339.5604    18.7902     0.0470
 2345.5215    18.7797     0.0540
 2351.4996    18.6704     0.0500
 2369.4971    18.7380     0.0670
 2385.4828    18.7106     0.0710
 2529.8284    18.6549     0.0570
 2539.8309    18.8769     0.0650
 2545.8015    18.7763     0.0530
 2552.8541    18.5630     0.0620
 2556.8454    18.6894     0.0500
 2560.7539    18.7343     0.0470
 2564.8621    18.7571     0.0450
 2573.8600    18.6969     0.0520
 2578.7843    18.7231     0.0500
 2583.8387    18.8976     0.0590
 2590.7438    18.6755     0.0490
 2596.7564    18.7693     0.0560
 2605.7837    18.7528     0.0440
 2609.7558    18.7655     0.0540
 2614.7178    18.7661     0.0550
 2618.7730    18.7654     0.0490
 2621.6958    18.7100     0.0350
 2624.6039    18.6950     0.0550
 2627.6998    18.8473     0.0680
 2629.7227    18.7624     0.0640
 2635.6959    18.7050     0.0440
 2638.6669    18.7268     0.0450
 2640.7638    18.7910     0.0440
 2642.7226    18.7368     0.0630
 2644.7253    18.6763     0.0490
 2646.7008    18.8162     0.0500
 2650.7351    18.6999     0.0550
 2652.7890    18.7063     0.0450
 2654.7514    18.7605     0.0570
 2656.6607    18.7449     0.0550
 2658.6225    18.5959     0.0670
 2660.6408    18.7356     0.0520
 2662.6517    18.7778     0.0570
 2664.6304    18.7315     0.0570
 2666.6952    18.7309     0.0390
 2668.6813    18.7288     0.0450
 2670.6434    18.7326     0.0590
 2672.7822    18.7937     0.0500
 2674.6829    18.7535     0.0480
 2676.6720    18.6783     0.0520
 2678.7253    18.7647     0.0470
 2680.6360    18.6892     0.0430
 2682.6847    18.7351     0.0600
 2687.5610    18.6500     0.0640
 2693.5202    18.7691     0.0540
 2696.5569    18.7862     0.0540
 2701.5385    18.6868     0.0620
 2707.5403    18.7497     0.0590
 2714.5324    18.7337     0.0620
 2839.9090    18.7532     0.0500
 2867.8800    18.7672     0.0490
 2885.8577    18.7812     0.0400
 2892.8862    18.6627     0.0520
 2897.8552    18.7378     0.0420
 2903.9010    18.7169     0.0340
 2907.7754    18.7428     0.0410
 2911.8128    18.7597     0.0330
 2916.8632    18.7195     0.0340
 2922.8469    18.6575     0.0450
 2926.7786    18.7411     0.0380
 2930.8483    18.6829     0.0390
 2934.7503    18.7126     0.0390
 2940.7298    18.7823     0.0360
 2943.7354    18.7163     0.0430
 2947.7440    18.6901     0.0400
 2953.7012    18.7383     0.0510
 2956.7266    18.6503     0.0350
 2958.7529    18.6619     0.0440
 2962.7647    18.7262     0.0350
 2965.7884    18.6248     0.0390
 2968.6543    18.7506     0.0530
 2973.6731    18.6862     0.0380
 2975.8572    18.6221     0.0450
 2976.7916    18.6939     0.0360
 2978.6993    18.6702     0.0420
 2980.7117    18.7308     0.0360
 2982.7044    18.7276     0.0420
 2984.7516    18.6676     0.0370
 2988.8046    18.6706     0.0370
 2989.7599    18.7281     0.0350
 2991.6551    18.6793     0.0340
 2993.6424    18.7135     0.0380
 2995.7433    18.7257     0.0330
 2997.7210    18.7065     0.0360
 2999.6852    18.6404     0.0370
 3001.7800    18.7489     0.0380
 3003.7507    18.6822     0.0370
 3005.7126    18.6386     0.0380
 3007.6339    18.6938     0.0360
 3009.6318    18.5924     0.0470
 3011.7313    18.7373     0.0600
 3013.7355    18.6523     0.0370
 3017.7369    18.7176     0.0410
 3019.6649    18.6813     0.0420
 3021.7835    18.7856     0.0370
 3023.6453    18.7543     0.0290
 3024.8464    18.7392     0.0350
 3027.6625    18.6879     0.0350
 3029.6475    18.7789     0.0330
 3031.7175    18.7013     0.0350
 3033.7811    18.6686     0.0310
 3035.7880    18.7330     0.0360
 3038.7656    18.7288     0.0510
 3041.6061    18.6547     0.0510
 3043.6401    18.6527     0.0530
 3045.7031    18.7794     0.0440
 3047.6568    18.7444     0.0450
 3048.5855    18.7424     0.0290
 3050.6039    18.6957     0.0280
 3052.6010    18.6742     0.0320
 3054.6016    18.6624     0.0420
 3056.5989    18.6847     0.0340
 3058.5930    18.7462     0.0370
 3060.6425    18.6740     0.0350
 3068.5284    18.7694     0.0440
 3070.5894    18.7548     0.0520
 3073.6206    18.7011     0.0540
 3076.5205    18.7536     0.0580
 3078.6295    18.7417     0.0390
 3082.6074    18.6995     0.0350
 3085.5084    18.7074     0.0410
 3087.6467    18.7064     0.0410
 3090.6107    18.5779     0.0480
 3096.5286    18.6958     0.0550
 3099.5979    18.6740     0.0570
 3102.5771    18.7579     0.0470
 3104.5638    18.7124     0.0420
 3107.5464    18.7007     0.0580
 3110.5455    18.8688     0.0510
 3113.5234    18.6219     0.0540
 3128.4952    18.7444     0.0540
 3140.5030    18.7273     0.0480
 3216.8671    18.6772     0.0630
 3241.9101    18.6721     0.0440
 3248.8523    18.6698     0.0560
 3257.8807    18.6711     0.0330
 3264.8020    18.6716     0.0290
 3270.8687    18.7195     0.0370
 3274.7544    18.6205     0.0500
 3277.8764    18.6659     0.0370
 3281.8965    18.7018     0.0390
 3287.7582    18.7010     0.0310
 3295.7166    18.6804     0.0270
 3297.7085    18.7219     0.0290
 3299.7728    18.6617     0.0240
 3301.7701    18.6599     0.0500
 3304.8304    18.6670     0.0390
 3307.7040    18.7494     0.0540
 3309.7362    18.6979     0.0360
 3311.7342    18.6939     0.0360
 3320.7771    18.6759     0.0320
 3327.7491    18.7546     0.0360
 3330.7078    18.6579     0.0420
 3334.8066    18.6498     0.0500
 3338.8551    18.7356     0.0360
 3339.7544    18.7160     0.0380
 3354.7704    18.7248     0.0380
 3358.8166    18.6720     0.0330
 3361.8474    18.6831     0.0330
 3365.7491    18.6627     0.0480
 3372.7655    18.6696     0.0330
 3378.6782    18.7387     0.0340
 3387.6650    18.6154     0.0660
 3391.7460    18.7459     0.0430
 3395.7085    18.6574     0.0590
 3399.7148    18.6979     0.0420
 3403.7021    18.7058     0.0400
 3406.6709    18.6919     0.0270
 3410.6246    18.7563     0.0280
 3415.6218    18.7346     0.0380
 3427.5855    18.6225     0.0450
 3433.6081    18.6428     0.0490
 3438.5374    18.6732     0.0400
 3446.4945    18.6575     0.0590
 3455.5179    18.7179     0.0570
 3461.5119    18.7632     0.0400
 3473.4711    18.6670     0.0570
 3575.9298    18.6903     0.0450
 3592.9217    18.7163     0.0290
 3601.9217    18.7072     0.0350
 3619.8236    18.7149     0.0350
 3629.8971    18.7008     0.0380
 3633.8621    18.7181     0.0440
 3639.7746    18.7353     0.0290
 3644.8112    18.7460     0.0340
 3651.7536    18.7412     0.0370
 3654.8019    18.7766     0.0350
 3658.7659    18.7762     0.0420
 3661.8367    18.6346     0.0440
 3668.8094    18.7601     0.0410
 3672.7976    18.7237     0.0350
 3676.7544    18.7293     0.0390
 3684.8164    18.7088     0.0370
 3687.7909    18.7102     0.0330
 3690.7107    18.7644     0.0440
 3693.7448    18.6884     0.0360
 3695.7775    18.7256     0.0290
