58483.087900	18.865	0.094 
58483.088700	18.660	0.096 
58483.089600	18.823	0.094 
58483.336400	18.798	0.078 
58483.337200	18.819	0.077 
58483.338000	18.809	0.077 
58485.331100	18.670	0.085 
58485.331900	18.837	0.085 
58485.332800	18.631	0.085 
58487.089000	18.843	0.094 
58487.089900	18.737	0.095 
58487.090700	18.827	0.094 
58487.464100	18.667	0.082 
58487.464900	18.789	0.080 
58487.465700	18.885	0.079 
58489.339100	18.999	0.091 
58489.340000	18.820	0.090 
58489.340800	18.950	0.091 
58490.332600	18.765	0.093 
58490.333400	18.707	0.093 
58490.334200	18.806	0.090 
58491.355500	19.210	0.090 
58491.356300	18.901	0.093 
58491.357100	18.866	0.093 
58492.348700	18.949	0.077 
58492.349500	19.065	0.076 
58492.350300	18.910	0.078 
58493.336900	18.983	0.077 
58493.337700	19.082	0.076 
58493.338500	18.990	0.077 
58494.306400	18.666	0.080 
58494.307200	18.726	0.079 
58494.308000	18.734	0.079 
58495.314100	18.835	0.078 
58495.314900	18.770	0.079 
58495.315700	18.920	0.078 
58495.697800	18.937	0.078 
58495.698600	18.891	0.078 
58495.699400	18.815	0.078 
58497.049300	18.845	0.094 
58497.050100	18.882	0.094 
58497.050900	18.910	0.094 
58498.046700	18.962	0.094 
58498.047500	19.198	0.093 
58498.048300	19.022	0.093 
58499.467500	18.920	0.078 
58499.468300	18.912	0.078 
58499.469100	18.888	0.079 
58499.683000	18.877	0.196 
58499.683800	18.762	0.196 
58499.684700	19.023	0.195 
58500.305400	18.923	0.074 
58500.306200	18.868	0.075 
58500.307000	19.030	0.077 
58501.043500	18.943	0.100 
58501.044300	18.963	0.101 
58501.045100	19.021	0.100 
58502.491900	18.896	0.080 
58502.492700	18.949	0.079 
58502.493500	18.826	0.081 
58503.477500	18.951	0.080 
58503.478400	18.810	0.082 
58503.479200	18.872	0.081 
58504.456300	18.547	0.171 
58504.457100	18.531	0.128 
58504.457900	18.818	0.114 
58506.024800	18.925	0.100 
58506.025600	18.846	0.101 
58506.026500	18.916	0.100 
58507.043600	18.826	0.103 
58507.044400	18.853	0.102 
58507.045200	18.775	0.103 
58510.013800	18.602	0.096 
58510.014600	18.775	0.094 
58510.015400	18.752	0.095 
58510.653000	18.655	0.090 
58510.653800	18.626	0.091 
58510.654600	18.799	0.090 
58512.007500	18.763	0.103 
58512.008400	18.871	0.098 
58512.009200	18.922	0.102 
58512.259600	18.824	0.077 
58512.260400	18.708	0.078 
58512.261300	18.782	0.078 
58513.269900	18.799	0.078 
58513.270700	18.832	0.077 
58513.271500	18.854	0.077 
58517.298400	18.988	0.077 
58517.299200	19.105	0.076 
58517.300000	19.011	0.077 
58517.647700	19.019	0.077 
58517.648500	18.897	0.077 
58517.649300	19.098	0.077 
58518.631200	18.895	0.206 
58518.632000	18.818	0.206 
58518.632800	19.076	0.205 
58519.687600	18.969	0.206 
58519.688300	18.843	0.206 
58520.644700	17.816	0.400 
58520.645300	18.158	0.519 
58520.646000	18.291	0.501 
58522.377600	19.010	0.090 
58522.378300	19.058	0.090 
58522.378900	19.171	0.090 
58524.223700	18.874	0.090 
58524.224300	18.901	0.090 
58524.225000	18.979	0.090 
58525.222100	18.939	0.076 
58525.222700	18.913	0.076 
58525.223400	19.002	0.075 
58525.734100	19.204	0.077 
58525.734700	19.080	0.076 
58525.735400	19.117	0.076 
58530.770900	19.023	0.078 
58530.771500	18.918	0.079 
58530.772200	18.849	0.079 
58531.772300	18.837	0.079 
58531.772900	18.819	0.079 
58531.773600	18.862	0.079 
58532.050100	18.920	0.099 
58532.051400	18.861	0.100 
58533.042600	18.962	0.103 
58533.043300	18.957	0.103 
58534.055300	19.507	0.310 
58534.056600	19.283	0.220 
58537.935500	18.789	0.097 
58537.936200	18.834	0.097 
58537.936800	18.914	0.097 
58538.637000	18.861	0.087 
58538.637600	18.848	0.087 
58538.638300	18.745	0.087 
58539.615700	19.002	0.087 
58539.616400	18.807	0.089 
58539.617100	19.008	0.088 
58540.598100	18.500	0.716 
58541.924900	19.181	0.093 
58541.925500	19.357	0.092 
58541.926200	19.237	0.093 
58542.682500	19.431	0.205 
58542.683200	19.344	0.205 
58542.683800	19.231	0.205 
58543.919300	19.262	0.093 
58543.919900	19.219	0.093 
58543.920600	19.408	0.092 
58544.916500	19.176	0.093 
58544.917100	19.185	0.093 
58544.917800	19.222	0.093 
58545.917400	19.393	0.100 
58545.918100	19.314	0.100 
58545.918700	19.373	0.100 
58547.177300	19.255	0.090 
58547.177900	19.273	0.090 
58547.178600	19.231	0.090 
58547.959600	19.355	0.092 
58547.960200	19.315	0.092 
58547.960900	19.316	0.092 
58548.946800	19.550	0.092 
58548.947400	19.394	0.092 
58548.948100	19.579	0.092 
58551.194400	19.399	0.208 
58551.195000	19.437	0.207 
58551.195700	19.350	0.209 
58554.146500	19.278	0.076 
58554.147100	19.485	0.074 
58554.147800	19.454	0.074 
58556.084600	19.322	0.096 
58556.085300	19.255	0.097 
58556.085900	19.191	0.095 
58557.081500	19.401	0.096 
58557.082100	19.402	0.096 
58557.082800	19.463	0.096 
58558.237400	19.579	0.075 
58558.238000	19.557	0.075 
58558.238700	19.431	0.075 
58559.272600	19.590	0.204 
58559.273200	19.499	0.206 
58559.273900	19.476	0.206 
58560.310400	19.227	0.090 
58560.311000	19.368	0.091 
58560.311700	19.344	0.090 
58561.122900	19.403	0.078 
58561.123600	19.376	0.078 
58561.124200	19.375	0.078 
58562.120000	19.279	0.216 
58562.120700	19.171	0.219 
58562.121300	19.407	0.214 
