1.009036208081798947e+00 5.636399930803866809e+00 1.004693856743143954e+02 8.764174424926105544e-01 5.039041182614578673e-01 1.009919674319626148e+00
9.895645939651971368e-01 5.623076110669071426e+00 1.003017926342074588e+02 7.615440688452268514e-01 4.980785021350873643e-01 1.009103797978774475e+00
9.895645939651971368e-01 5.623076110669071426e+00 1.003017926342074588e+02 7.615440688452268514e-01 4.980785021350873643e-01 1.009103797978774475e+00
9.895645939651971368e-01 5.623076110669071426e+00 1.003017926342074588e+02 7.615440688452268514e-01 4.980785021350873643e-01 1.009103797978774475e+00
9.943757834758999437e-01 5.633778568646891749e+00 1.002956074412411027e+02 6.557396809250990444e-01 4.989207006161613944e-01 1.008873072997658049e+00
9.927331971437777236e-01 5.632659635248743690e+00 1.002842318795038494e+02 6.854939886972486462e-01 4.990215532529049258e-01 1.008507007467657646e+00
1.025573710167196895e+00 5.703896348424561502e+00 1.002780040602305576e+02 5.305896327693133685e-01 5.036794599219748259e-01 1.003539115618533595e+00
1.025573710167196895e+00 5.703896348424561502e+00 1.002780040602305576e+02 5.305896327693133685e-01 5.036794599219748259e-01 1.003539115618533595e+00
1.025573710167196895e+00 5.703896348424561502e+00 1.002780040602305576e+02 5.305896327693133685e-01 5.036794599219748259e-01 1.003539115618533595e+00
1.025573710167196895e+00 5.703896348424561502e+00 1.002780040602305576e+02 5.305896327693133685e-01 5.036794599219748259e-01 1.003539115618533595e+00
1.025573710167196895e+00 5.703896348424561502e+00 1.002780040602305576e+02 5.305896327693133685e-01 5.036794599219748259e-01 1.003539115618533595e+00
1.025573710167196895e+00 5.703896348424561502e+00 1.002780040602305576e+02 5.305896327693133685e-01 5.036794599219748259e-01 1.003539115618533595e+00
1.025573710167196895e+00 5.703896348424561502e+00 1.002780040602305576e+02 5.305896327693133685e-01 5.036794599219748259e-01 1.003539115618533595e+00
1.021033123386080543e+00 5.697331557620272768e+00 1.002698111815481496e+02 4.242080017419027627e-01 5.039456814942907537e-01 1.003318389980125458e+00
1.039563869825765208e+00 5.790577561903755388e+00 1.001759107980249439e+02 1.038207514913509710e+00 5.012985445105434534e-01 1.000468596504832552e+00
1.042266520378268835e+00 5.807734860405887822e+00 1.000322501409601443e+02 7.597594635283277942e-01 5.061105015080773484e-01 9.984544643032176037e-01
9.413481209679832595e-01 5.645355220314184130e+00 1.001144509671887590e+02 4.126455328527223188e-02 5.104570430247266088e-01 9.947554534188134401e-01
9.436494799676063971e-01 5.629945749813150435e+00 1.001472840133865816e+02 6.060908630737853464e-01 5.077657005796687439e-01 9.958718495282729011e-01
8.951665496667896571e-01 5.500446969799224206e+00 1.002288121401798691e+02 2.665553268660270092e-02 5.119928314079400522e-01 9.965417027369745107e-01
8.951665496667896571e-01 5.500446969799224206e+00 1.002288121401798691e+02 2.665553268660270092e-02 5.119928314079400522e-01 9.965417027369745107e-01
8.949749887329041531e-01 5.499994993572512314e+00 1.002254673230436453e+02 4.559904630359934430e-02 5.119229721693425716e-01 9.965546550285400151e-01
8.949749887329041531e-01 5.499994993572512314e+00 1.002254673230436453e+02 4.559904630359934430e-02 5.119229721693425716e-01 9.965546550285400151e-01
8.949749887329041531e-01 5.499994993572512314e+00 1.002254673230436453e+02 4.559904630359934430e-02 5.119229721693425716e-01 9.965546550285400151e-01
8.949749887329041531e-01 5.499994993572512314e+00 1.002254673230436453e+02 4.559904630359934430e-02 5.119229721693425716e-01 9.965546550285400151e-01
8.949749887329041531e-01 5.499994993572512314e+00 1.002254673230436453e+02 4.559904630359934430e-02 5.119229721693425716e-01 9.965546550285400151e-01
8.949749887329041531e-01 5.499994993572512314e+00 1.002254673230436453e+02 4.559904630359934430e-02 5.119229721693425716e-01 9.965546550285400151e-01
8.967229847892932426e-01 5.502889771491237703e+00 1.002163329086892958e+02 1.113014720540745905e-01 5.113505396923631041e-01 9.967430153075974575e-01
8.967229847892932426e-01 5.502889771491237703e+00 1.002163329086892958e+02 1.113014720540745905e-01 5.113505396923631041e-01 9.967430153075974575e-01
9.616555721930004630e-01 5.622591089510273754e+00 1.002737212854296018e+02 2.104439794695740495e-01 5.093718504670634584e-01 9.988934911112120618e-01
9.616555721930004630e-01 5.622591089510273754e+00 1.002737212854296018e+02 2.104439794695740495e-01 5.093718504670634584e-01 9.988934911112120618e-01
9.616555721930004630e-01 5.622591089510273754e+00 1.002737212854296018e+02 2.104439794695740495e-01 5.093718504670634584e-01 9.988934911112120618e-01
9.616555721930004630e-01 5.622591089510273754e+00 1.002737212854296018e+02 2.104439794695740495e-01 5.093718504670634584e-01 9.988934911112120618e-01
9.661300423435784657e-01 5.632139460567702649e+00 1.003475135498165542e+02 2.028857154575329780e-01 5.014295347182864404e-01 1.002554182587076514e+00
9.661300423435784657e-01 5.632139460567702649e+00 1.003475135498165542e+02 2.028857154575329780e-01 5.014295347182864404e-01 1.002554182587076514e+00
9.661300423435784657e-01 5.632139460567702649e+00 1.003475135498165542e+02 2.028857154575329780e-01 5.014295347182864404e-01 1.002554182587076514e+00
9.661300423435784657e-01 5.632139460567702649e+00 1.003475135498165542e+02 2.028857154575329780e-01 5.014295347182864404e-01 1.002554182587076514e+00
9.661300423435784657e-01 5.632139460567702649e+00 1.003475135498165542e+02 2.028857154575329780e-01 5.014295347182864404e-01 1.002554182587076514e+00
9.661300423435784657e-01 5.632139460567702649e+00 1.003475135498165542e+02 2.028857154575329780e-01 5.014295347182864404e-01 1.002554182587076514e+00
