1.309118138594803193e+00 6.403990437413011882e+00
1.705948313965898633e+00 7.095061690221559303e+00
1.602756614903851462e+00 6.916440157461809513e+00
1.602756614903851462e+00 6.916440157461809513e+00
1.622109680808176080e+00 6.868997255024813064e+00
1.318479449775756152e+00 6.297268625346876370e+00
1.322427427255977506e+00 6.302877547154489335e+00
1.398574823549156632e+00 6.425336213200699476e+00
1.398574823549156632e+00 6.425336213200699476e+00
1.147387533030666429e+00 6.012668622742165070e+00
1.147387533030666429e+00 6.012668622742165070e+00
1.083372723291292417e+00 5.886393465328444208e+00
1.112441416956661655e+00 5.891441609597055873e+00
1.186684525814588831e+00 6.006428092817815312e+00
1.165418992541131349e+00 5.991651780759540635e+00
1.165418992541131349e+00 5.991651780759540635e+00
1.100254818228403764e+00 5.885154492472287835e+00
1.044847450643082265e+00 5.830710855495333078e+00
1.325520804986916268e+00 6.313836170735894981e+00
1.408780810982152243e+00 6.461023584498242656e+00
1.505244829151215491e+00 6.626683088094480034e+00
1.239591455733462633e+00 6.214583130463177341e+00
1.171656277619840036e+00 6.082533323450232565e+00
1.149690437322675285e+00 5.980878444440716812e+00
1.149690437322675285e+00 5.980878444440716812e+00
1.359655617309770470e+00 6.528664637185435105e+00
1.359655617309770470e+00 6.528664637185435105e+00
1.236554332865084094e+00 6.253313136790197291e+00
1.703995169292068512e+00 7.181428045223277046e+00
1.334209161741875427e+00 6.482162276889872565e+00
1.433009852698210462e+00 6.677544996514965803e+00
1.535912618523858519e+00 6.867615327964659677e+00
1.535912618523858519e+00 6.867615327964659677e+00
1.535912618523858519e+00 6.867615327964659677e+00
1.535912618523858519e+00 6.867615327964659677e+00
1.535912618523858519e+00 6.867615327964659677e+00
1.322688013755408898e+00 6.453032581216549879e+00
1.103049510988001414e+00 6.025978987341496840e+00
1.161995069215217891e+00 6.144656521340052358e+00
9.858337262922981514e-01 5.747868736519684774e+00
1.137187479749799834e+00 6.175237289083089109e+00
1.068979145746459469e+00 6.063302105305748313e+00
1.016078308686707121e+00 6.116682733996907650e+00
1.016078308686707121e+00 6.116682733996907650e+00
9.188151028913461582e-01 5.868889544575912609e+00
1.040409513496506566e+00 6.088318667278739937e+00
1.092517523150533743e+00 6.240818388997140254e+00
1.092517523150533743e+00 6.240818388997140254e+00
1.048194670151680885e+00 6.173657343449243662e+00
1.048194670151680885e+00 6.173657343449243662e+00
9.233494410310517653e-01 5.787382946561756114e+00
9.233494410310517653e-01 5.787382946561756114e+00
8.424704361155084253e-01 5.586595349323723703e+00
8.424704361155084253e-01 5.586595349323723703e+00
8.180123880556557925e-01 5.540178856748502412e+00
6.054739033788940628e-01 5.194313952311101268e+00
5.476050722368699386e-01 5.124849695745378853e+00
5.496036607134815455e-01 5.128464275139932305e+00
5.063966882211186071e-01 5.023848879831561476e+00
4.973857013634146451e-01 4.991945236028331401e+00
4.973857013634146451e-01 4.991945236028331401e+00
4.250224014923479343e-01 4.891807182935853149e+00
4.250224014923479343e-01 4.891807182935853149e+00
4.402657836471918218e-01 4.911906433498111291e+00
4.402657836471918218e-01 4.911906433498111291e+00
7.470366396807912590e-01 5.378077182067903195e+00
8.270355682643091288e-01 5.577281733297032140e+00
6.467950970755342865e-01 5.223891886301661458e+00
7.306473670845202717e-01 5.322482988087947398e+00
8.549830873888635274e-01 5.574523671405869685e+00
9.353158694998058298e-01 5.734468751168645184e+00
8.671838390589271528e-01 5.635661271507829362e+00
8.812407739840375509e-01 5.660149183592000810e+00
8.886168320257046283e-01 5.661540755549443915e+00
6.811982281834875197e-01 5.299946196376903451e+00
6.811982281834875197e-01 5.299946196376903451e+00
6.811982281834875197e-01 5.299946196376903451e+00
6.811982281834875197e-01 5.299946196376903451e+00
6.811982281834875197e-01 5.299946196376903451e+00
6.811982281834875197e-01 5.299946196376903451e+00
6.675552202934780244e-01 5.270858127062715504e+00
7.034000763564557390e-01 5.296846127387303760e+00
7.024099038045716892e-01 5.295600135060867686e+00
5.697592126360460085e-01 5.129128437809159280e+00
6.647066221604982506e-01 5.327920619157161752e+00
7.155251658224180966e-01 5.367594557144310663e+00
8.967342118581393962e-01 5.743401835348921125e+00
9.147761578399820070e-01 5.777082560672790024e+00
9.331234817304077112e-01 5.792484159961398760e+00
9.850160580110933761e-01 5.911517927458885602e+00
1.066648700511675152e+00 6.050660782410842486e+00
8.906823732382740388e-01 5.684601089075351332e+00
8.531233744479015391e-01 5.618631701454050109e+00
8.073144342947364827e-01 5.460799340440011918e+00
8.073144342947364827e-01 5.460799340440011918e+00
8.317367235259950364e-01 5.508951052904260237e+00
9.462682299145179776e-01 5.599052066012607298e+00
9.462682299145179776e-01 5.599052066012607298e+00
9.462682299145179776e-01 5.599052066012607298e+00
1.065620157678443425e+00 5.705383294691101170e+00
1.024099385693884257e+00 5.616819854639952148e+00
1.024099385693884257e+00 5.616819854639952148e+00
1.186543743374773419e+00 5.943271691963396108e+00
1.183558631707394282e+00 5.939355329408563478e+00
1.172743904380057600e+00 5.923852821926571366e+00
9.685428275153230571e-01 5.677744083669177932e+00
9.572406603083148946e-01 5.674708331559857655e+00
9.481174887079145686e-01 5.651861468149870227e+00
9.481174887079145686e-01 5.651861468149870227e+00
9.776950142242866182e-01 5.777777751912804405e+00
7.526796360405960673e-01 5.387791113840097346e+00
7.926094362108996316e-01 5.505966119481741750e+00
8.064880383603859615e-01 5.554366799531299748e+00
8.064880383603859615e-01 5.554366799531299748e+00
7.368842245454936268e-01 5.570604444076995065e+00
6.138746106969396044e-01 5.256944770195918437e+00
8.389385999512395387e-01 5.585760714209076383e+00
7.989157559917673401e-01 5.443135863464812374e+00
7.994107245888264490e-01 5.441082927461662777e+00
8.042337106723256301e-01 5.450577912078397702e+00
8.070758502680372981e-01 5.454093202055168454e+00
7.854553183548829143e-01 5.250994327608488277e+00
8.136870678926131362e-01 5.376947713146940089e+00
8.089057777050376874e-01 5.363382729673732641e+00
8.140482315965436033e-01 5.389060910263102855e+00
8.056273354791317898e-01 5.436562095824136520e+00
6.655014077220605673e-01 5.080544033157030626e+00
6.655014077220605673e-01 5.080544033157030626e+00
6.655014077220605673e-01 5.080544033157030626e+00
